id,edad,sexo,estado,Oxalis,Quercus,Cyp.bulb,Phaseolus,Insectos,Cyp.rizo,Commelina.dianthifolia,Euphorbia bilobata,time,covey,dist camino,ppanual17,tmedia17,altitud,lat,lon,hcrop,hland,gap
2015-34,J,Male,NM,0,0,0,0,0,0,0,0,1006,8,143.15,428,14.17916676,1697,31.505507,-108.976345,0.771485226,0.924761433,Apacherian-Chihuahuan Piedmont Semi-Desert Grassland and Steppe
2015-35,J,Male,NM,0,0,1.9538,0,0,1.1916,0,0,1540,10,139.03,427,12.62916664,1963,33.52034,-105.53827,0,1.45934656,Southern Rocky Mountain Pinyon-Juniper Woodland
2015-36,J,Male,NM,0,0,2.3708,0,0,0.9946,0.0043,0,1540,10,139.03,427,12.62916664,1963,33.52034,-105.53827,0.743103304,1.45934656,Southern Rocky Mountain Pinyon-Juniper Woodland
2015-37,A,Male,NM,0,0,0,0,0.00009,1.7872,0.0289,0,1540,10,139.03,427,12.62916664,1963,33.52034,-105.53827,0.706287371,1.45934656,Southern Rocky Mountain Pinyon-Juniper Woodland
2015-38,J,Male,NM,0,0,0,0,0,2.8935,0.0028,0,1600,7,42.77,427,12.62916664,1963,33.518201,-105.536534,0.775682223,1.355613262,Madrean Pinyon-Juniper Woodland
2015-39,J,Female,NM,0,0,0,0,0,1.2258,0.0318,0,1600,7,42.77,427,12.62916664,1963,33.518201,-105.536534,0.447040619,1.355613262,Madrean Pinyon-Juniper Woodland
2015-4,A,Male,NM,0,0,0,0,0,0.1939,0,0,1000,8,408.37,285,12.42083339,1794,33.696093,-107.278743,0.67233386,1.283779593,Madrean Pinyon-Juniper Woodland
2015-40,J,Male,NM,0,0,0,0,0,2.4519,0,0,1637,15,84.69,422,14.22083333,1694,31.513693,-108.977822,0.190109992,1.062321519,Apacherian-Chihuahuan Piedmont Semi-Desert Grassland and Steppe
2015-41,J,Male,NM,0,0,0,0,0,1.6463,0,0,1637,15,84.69,422,14.22083333,1694,31.513693,-108.977822,0.375679373,1.062321519,Apacherian-Chihuahuan Piedmont Semi-Desert Grassland and Steppe
2015-42,J,Male,NM,0,0,0.697,0,0,0,0.0124,0,1120,12,239.32,423,14.22500003,1658,31.520878,-108.983869,0.40455351,1.137095759,Madrean Juniper Savanna
2015-43,J,Female,NM,0,0,0.2397,0,0,0.2632,0,0,1120,12,239.32,423,14.22500003,1658,31.520878,-108.983869,0.088060833,1.137095759,Madrean Juniper Savanna
2015-44,J,Male,NM,0,0,0,0,0,0.0284,0.0125,0,1120,12,239.32,423,14.22500003,1658,31.520878,-108.983869,0.692054984,1.137095759,Madrean Juniper Savanna
2015-46,J,Male,NM,0,0,0,0.0683,0,0.7879,0.0606,0,1115,4,376.44,423,14.22500003,1684,31.521565,-108.985086,1.327826992,1.146509959,Madrean Juniper Savanna
2015-47,J,Female,NM,0,0,0,0.11,0,0.3088,1.2925,0,1115,4,376.44,423,14.22500003,1684,31.521565,-108.985086,0.503250974,1.146509959,Madrean Juniper Savanna
2015-48,J,Male,NM,0,0,0,0.7385,0.97,0.0882,0.3047,0,1115,4,376.44,423,14.22500003,1684,31.521565,-108.985086,0.697384054,1.146509959,Madrean Juniper Savanna
2015-5,J,Female,NM,0,0,0.1159,0,0,0.4991,0,0,1000,8,408.37,285,12.42083339,1794,33.696093,-107.278743,0.503681331,1.283779593,Madrean Pinyon-Juniper Woodland
2015-56,J,Male,NM,0,0,0,7.1466,0.04,0,0,0,1430,10,715.3,336,14.38333327,1639,32.517895,-107.169283,0,1.083554531,Madrean Pinyon-Juniper Woodland
2015-57,J,Male,NM,0,0,0,5.8228,0.09,0,0.0042,0,1430,10,715.3,336,14.38333327,1639,32.517895,-107.169283,0.241717366,1.083554531,Madrean Pinyon-Juniper Woodland
2015-58,A,Male,NM,0,0,0,2.53,0,0,0,0,1330,8,767.98,332,14.22499999,1566,32.595253,-107.92574,0.450940523,1.16956719,Madrean Pinyon-Juniper Woodland
2015-59,A,Female,NM,0,0,0.3501,0,0,0,0,0,1300,12,86.99,315,14.45833322,1543,32.590956,-107.920563,0.112925017,1.628811675,Apacherian-Chihuahuan Piedmont Semi-Desert Grassland and Steppe
2015-6,J,Female,NM,0,0,0,0,0,0.0114,0.0566,0,1230,3,127.25,324,11.17499996,2023,33.688852,-107.33094,0,1.796301371,North American Warm Desert Bedrock Cliff and Outcrop
2015-60,J,Female,NM,0,0,2.58,0,0,0,0,0,1300,12,86.99,315,14.45833322,1543,32.590956,-107.920563,0.065394131,1.628811675,Apacherian-Chihuahuan Piedmont Semi-Desert Grassland and Steppe
2015-61,A,Male,NM,0,0,0,7.3265,0,0,0,0,1430,8,763.38,332,14.22499999,1560,32.592245,-107.930243,0,0.761438593,Madrean Pinyon-Juniper Woodland
2015-63,J,Female,NM,0,0,0,5.8287,0,0,0,0,1430,8,763.38,332,14.22499999,1560,32.592245,-107.930243,0.116640221,0.761438593,Madrean Pinyon-Juniper Woodland
